Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
1714,Tb927.11.1210:mRNA-p1,12594.19140625,7800.28125,9409.4345703125,5148.45361328125,63568.93359375,127562.5234375,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
1716,Tb927.11.12110:mRNA-p1,304773.9375,321075.0625,288028.65625,214786.28125,207374.484375,253257.375,"RNA helicase, putative"
1717,Tb927.11.12150:mRNA-p1,8545638,9070133,8539958,7576374.5,8607934,8352815,flagellar pocket cytoskeletal protein bilbo1
1719,Tb927.11.12180:mRNA-p1,6884.7041015625,17883.09765625,6492.326171875,9572.296875,12495.9609375,7270.4814453125,"kinesin, putative"
1720,Tb927.11.12190:mRNA-p1,149725.625,164068.265625,141090.296875,100522.7421875,92682.3671875,71326.875,"FHA domain containing protein, putative"
1721,Tb927.11.1220:mRNA-p1,341260.59375,364688,339064.78125,240346.34375,236661.03125,239604.453125,"hypothetical protein, conserved"
1723,Tb927.11.12210:mRNA-p1,6308464,6236271,7207362.5,6032824,5886372,5932807.5,"Domain of unknown function (DUF4586), putative"
1724,Tb927.11.12220:mRNA-p1,83146.9921875,59394.2265625,76718.4609375,151087.578125,158470.484375,139630.875,catalytic subunit of the vacuolar transporter chaperone 4
1725,Tb927.11.12230:mRNA-p1,598806,701786.6875,573382.5,732835.6875,709109.375,698877.0625,ATP-dependent protease ATPase subunit HslU2
1726,Tb927.11.12240:mRNA-p1,44794.6484375,50598.65234375,28071.13671875,153755.625,61558.83203125,68250.4453125,"cysteine peptidase, Clan CA, family C19, putative"
1727,Tb927.11.12250:mRNA-p1,25696.9375,28227.513671875,24973.3046875,22446.3984375,24806.978515625,20980.974609375,DNA replication licensing factor MCM4
1728,Tb927.11.12260:mRNA-p1,41340.015625,30510.0546875,37303.1171875,25395.30859375,24288.94921875,21166.23046875,"hypothetical protein, conserved"
1729,Tb927.11.12270:mRNA-p1,Filtered,11344.9521484375,23021.208984375,25212.16796875,11669.439453125,23849.51171875,"drug resistence protein, putative"
1730,Tb927.11.12280:mRNA-p1,Filtered,29090.92578125,14379.43359375,46205.8828125,44553.2109375,Filtered,"hypothetical protein, conserved"
1731,Tb927.11.12290:mRNA-p1,16659.189453125,97313.765625,110833.9765625,102790.3203125,10540.791015625,91268.625,"hypothetical protein, conserved"
1732,Tb927.11.1230:mRNA-p1,625575.9375,665125.5,748971.75,677576.3125,745677.8125,715883.25,"hypothetical protein, conserved"
1734,Tb927.11.12310:mRNA-p1,2766.64013671875,Filtered,Filtered,6442.5087890625,5993.9990234375,Filtered,cdc2-related kinase 12
1735,Tb927.11.12330:mRNA-p1,180270.484375,245432.8125,231378.46875,190906.203125,174176.875,180486.921875,"hypothetical protein, conserved"
1736,Tb927.11.12360:mRNA-p1,1614617.625,1934607,1762653.25,1552770.5,1546341.875,1539193.75,"ankyrin repeat protein, putative"
1737,Tb927.11.12380:mRNA-p1,35077.94140625,45109.57421875,33061.5390625,135633.578125,60148.6484375,64098.16796875,"hypothetical protein, conserved"
1738,Tb927.11.12390:mRNA-p1,3548.592041015625,Filtered,4615.83544921875,39535.37109375,61440.0703125,27051.435546875,"hypothetical protein, conserved"
1740,Tb927.11.12410:mRNA-p1,1283083.75,1198368.5,1172783.5,1273588.375,1201716,1222488.625,kinetoplastid kinetochore protein 10
1741,Tb927.11.12420:mRNA-p1,2134497,2110211.75,59950.9296875,29505.037109375,Filtered,30885.671875,kinetoplastid kinetochore protein 19
1742,Tb927.11.12430:mRNA-p1,3718198.75,3833198.75,3715798.5,2927183.75,400531.875,369291.4375,"cell division cycle phosphatase 14, putative"
1743,Tb927.11.12440:mRNA-p1,90881.1328125,343229.875,352913.34375,71242.8203125,269646.34375,162282.265625,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative"
1744,Tb927.11.12450.1-p1;Tb927.11.12450.2-p1,78303.796875,80543.3125,69500.28125,88075.625,87393.328125,497584.125,Bardet-Biedl syndrome 8 protein
1745,Tb927.11.12470:mRNA-p1,4396507,5987944.5,4754214.5,186522.375,3546772.25,3144136.75,"hypothetical protein, conserved"
1746,Tb927.11.12480:mRNA-p1,51968.609375,50962.95703125,51574.4140625,50980.36328125,47330.875,60674.31640625,Kinetochore interacting phosphatase 7
1747,Tb927.11.12490:mRNA-p1,157787,167189.953125,146785.515625,139122.828125,140164.765625,128085.3203125,"hypothetical protein, conserved"
1748,Tb927.11.1250:mRNA-p1,Filtered,Filtered,59747.03125,61334.22265625,Filtered,80600.8671875,"Mitochondrial SSU ribosomal protein, putative"
1749,Tb927.11.12500:mRNA-p1,147012.8125,162962.71875,164825.203125,273172.90625,277864.5625,267453.90625,"hypothetical protein, conserved"
1750,Tb927.11.12510:mRNA-p1,80909.84375,95441.34375,101142.390625,100854.8125,116519.234375,102174.484375,"hypothetical protein, conserved"
1751,Tb927.11.12530:mRNA-p1,8877730,9321905,8525813,9311768,8997325,9500751,Flagellum attachment zone protein 3
1752,Tb927.11.12540:mRNA-p1,2673916.25,3129143.5,2537946.75,2500600.5,2682057.75,2530982.75,"leucine-rich repeat protein (LRRP), putative"
1753,Tb927.11.12560:mRNA-p1,1184829.625,1217345.25,1229597.375,1045222.3125,1081677.75,1063749,hypothetical protein
1754,Tb927.11.12580:mRNA-p1,11711.7939453125,113991.1875,13555.8310546875,13857.6044921875,Filtered,41952.765625,"hypothetical protein, conserved"
1755,Tb927.11.12590:mRNA-p1,60514.07421875,79147.171875,40461.21484375,61813.15234375,55978.453125,60181.37890625,"Der1-like family, putative"
1756,Tb927.11.1260:mRNA-p1,82850.1796875,67837.78125,68369.0078125,99510.5625,83034.2265625,83243.421875,"copper-transporting ATPase-like protein, putative"
1757,Tb927.11.12600:mRNA-p1,28310.275390625,44239.484375,35713.3984375,58237.3046875,59936.36328125,68728.125,"ATP-dependent DNA helicase, putative"
1758,Tb927.11.12610:mRNA-p1,585207.875,504546.375,559984.0625,625547,561533.125,580959.25,cyclin 1
1759,Tb927.11.12630:mRNA-p1,411816.375,358324.59375,355737.625,289443.59375,263128.71875,270420.125,"hypothetical protein, conserved"
1760,Tb927.11.12640:mRNA-p1,34161.13671875,39508.96484375,41662.16015625,46697.29296875,39314.265625,36329.234375,"PH domain containing protein, putative"
1761,Tb927.11.12650:mRNA-p1,526796.1875,50243.953125,51681.1328125,81417.6171875,79211.9140625,82996.953125,"palmitoyl acyltransferase 5, putative"
1763,Tb927.11.12670:mRNA-p1,Filtered,3839.693359375,Filtered,11563.4677734375,17382.111328125,10188.251953125,"Methyltransferase TYW3, putative"
1764,Tb927.11.12680:mRNA-p1,340132.53125,621488.25,405105.09375,186477.21875,379367.8125,308362.1875,"prefoldin subunit 2, putative"
1765,Tb927.11.1270:mRNA-p1,323958.65625,339946.28125,262705.53125,283522.71875,239506.96875,271406.71875,"Mitochondrial ATP synthase subunit, putative"
1766,Tb927.11.12720:mRNA-p1,378204.6875,478552.71875,450285.125,357470.4375,345868.03125,341420.0625,"hypothetical protein, conserved"
1767,Tb927.11.12780.1-p1;Tb927.11.12790:mRNA-p1;Tb927.11.12800:mRNA-p1,94616.140625,133633.71875,133822.1875,57748.08984375,39573.30859375,93642.9609375,ribonucleoside-diphosphate reductase small chain
1768,Tb927.11.12830:mRNA-p1,18652.87109375,18984.197265625,31072.126953125,32481.884765625,27479.662109375,31989.841796875,"acyl-CoA binding protein, putative"
1769,Tb927.11.12840:mRNA-p1,1592422,1729693.75,1553969.125,1087488.125,1223395.75,1146597.125,"Domain of unknown function (DUF4486), putative"
1770,Tb927.11.12850:mRNA-p1,106101.8359375,101581.4375,100309.6171875,109281.484375,120386.125,139984.953125,oligopeptidase b
1771,Tb927.11.12860.2-p1,377832.8125,363917,334679.4375,360037.28125,452310.4375,372518.78125,"cAMP response protein, putative"
1772,Tb927.11.12870:mRNA-p1,407517.28125,530866,500501.3125,514446.25,36600.35546875,Filtered,"hypothetical protein, conserved"
1773,Tb927.11.1290:mRNA-p1,300412.8125,306315.9375,354329.1875,657814.4375,452135.625,630270.5,"hypothetical protein, conserved"
1774,Tb927.11.12910:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"prefoldin subunit, putative"
1775,Tb927.11.12920:mRNA-p1,155801.359375,176316.96875,26385.037109375,145919,149040.46875,141307.21875,"hypothetical protein, conserved"
1776,Tb927.11.12930:mRNA-p1,Filtered,32569.234375,Filtered,45556.1953125,1062.811767578125,Filtered,Mitoribosomal LSU assembly factor 2
1777,Tb927.11.12940:mRNA-p1,123716.4375,58491.15625,133702.734375,76501.40625,37096.0703125,44775.921875,"Uncharacterised protein family (UPF0160), putative"
1778,Tb927.11.12950:mRNA-p1,302645.46875,229641.171875,213223.75,171161.5625,146811.96875,181282.546875,"ras-like small GTPase, putative"
1779,Tb927.11.12970:mRNA-p1,214817.15625,186116.34375,194848.8125,184861.015625,210913.59375,182076.71875,"hypothetical protein, conserved"
1780,Tb927.11.12980:mRNA-p1,441225.84375,419053.96875,399690.125,283404.5,294101.1875,315494.59375,"hypothetical protein, conserved"
1781,Tb927.11.1300:mRNA-p1,236032.015625,Filtered,Filtered,72493.984375,Filtered,Filtered,"UBA/TS-N domain containing protein, putative"
1782,Tb927.11.13000:mRNA-p1,45062.1875,52507.6015625,30546.53125,79428.625,73318.015625,72883.203125,"phospholipid-transporting ATPase, putative"
1783,Tb927.11.13003:mRNA-p1;Tb927.11.13007:mRNA-p1,9012229,10232073,11615960,9894643,9210034,10888493,ubiquitin-60S ribosomal protein L40
1784,Tb927.11.13010:mRNA-p1,37150.91015625,122609.5859375,137195.609375,237543.0625,224994.703125,38477.109375,hypothetical protein
1785,Tb927.11.13020:mRNA-p1;Tb927.11.13030:mRNA-p1;Tb927.11.13040:mRNA-p1;Tb927.11.13050:mRNA-p1,60947944,60967472,61340368,51938472,53909592,55707580,calmodulin
1786,Tb927.11.13060:mRNA-p1,179726.53125,182601.484375,154659.84375,245949.703125,259929.40625,235143.046875,"translation-associated element 2, putative"
1787,Tb927.11.13070:mRNA-p1,50629.81640625,49640.4921875,35845.30859375,Filtered,4200.91796875,Filtered,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1788,Tb927.11.13080:mRNA-p1,939032,1143037.75,1091531.5,942655.4375,975303.4375,1005709.75,"hypothetical protein, conserved"
1789,Tb927.11.13110:mRNA-p1,19188.876953125,22496.98828125,22022.04296875,8995.8173828125,5547.60693359375,5558.5849609375,"hypothetical protein, conserved"
1790,Tb927.11.13120:mRNA-p1,Filtered,Filtered,Filtered,Filtered,1906.8184814453125,Filtered,"PUB domain containing protein, putative"
1791,Tb927.11.13130:mRNA-p1,40494.59765625,40052.453125,39908.2265625,67349.53125,62749.2265625,85673.53125,membrane-bound acid phosphatase 1 precursor
1792,Tb927.11.13150:mRNA-p1,344987.71875,314113.21875,312533.71875,272189.25,253783.078125,253665.484375,"UEV domain/Zinc finger, C3HC4 type (RING finger), putative"
1793,Tb927.11.13180:mRNA-p1,1088789.875,1679691.75,1009842.8125,1235753.75,1412244.625,1384347.125,Present in the outer mitochondrial membrane proteome 10
1794,Tb927.11.13190:mRNA-p1,1125899,1378854.25,1140167.25,1090502,1097273.875,962742.25,"elongation factor 1 gamma, putative"
1795,Tb927.11.13200:mRNA-p1,3035622.25,3377423,3060818.5,1471278.125,1415755.625,1255077,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1796,Tb927.11.13210:mRNA-p1,117503.359375,108172.6953125,127982.5078125,111344.921875,108890.953125,100149.1171875,"hypothetical protein, conserved"
1797,Tb927.11.13220:mRNA-p1,25249.83984375,27446.9140625,28304.919921875,33884.046875,24377.001953125,34180.46484375,phospholipid:diacylglycerol acyltransferase-like protein
1798,Tb927.11.13230:mRNA-p1,13873998,14068083,13307712,13667714,13208561,13897181,"VAMP-associated protein, putative"
1799,Tb927.11.13240:mRNA-p1,115348.5859375,127782.5625,120527.765625,94177.7578125,76799.25,90820.40625,"RNA polymerase subunit, putative"
1800,Tb927.11.13250:mRNA-p1,2101293.5,2202869,2145046.5,1457631.125,1412166,1419725.5,"eukaryotic translation initiation factor 2 gamma, putative"
1801,Tb927.11.13260.1-p1;Tb927.11.13260.2-p1,Filtered,Filtered,Filtered,Filtered,732015.875,Filtered,"hypothetical protein, conserved"
1802,Tb927.11.13270:mRNA-p1,4749907,4735440.5,4806973.5,3409206.75,3434260.5,3235842.5,"hypothetical protein, conserved"
1803,Tb927.11.13280:mRNA-p1,3624699,3376302.75,4043616.75,4507616.5,5553933,4917108,Guide RNA binding protein 25
1804,Tb927.11.13290:mRNA-p1,915626.5,865958.5,826009.0625,607970.875,429431.875,466720.78125,mitochondrial import inner membrane translocase subunit tim17
1805,Tb927.11.1330:mRNA-p1,76615.9609375,125715.046875,121308.71875,90420.1171875,81046.3046875,104760.0703125,"Stress responsive A/B Barrel Domain, putative"
1806,Tb927.11.13300:mRNA-p1,562811.1875,497767.53125,513737.34375,554904.3125,642940.625,297034.96875,Intraflagellar transport protein 25
1807,Tb927.11.13310:mRNA-p1,175480.078125,178909.375,167624.71875,128723.5234375,118295.7578125,116474.7265625,"hypothetical protein, conserved"
1808,Tb927.11.13320:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
1809,Tb927.11.13340:mRNA-p1,7194.00244140625,8172.93212890625,15826.2705078125,35830.7734375,51603.0078125,19666.02734375,"hypothetical protein, conserved"
1810,Tb927.11.13360:mRNA-p1,882538.9375,850307.25,809348.125,885140.25,848235.5625,905993.125,"AAA ATPase, putative"
1811,Tb927.11.13370:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,1589.3140869140625,"hypothetical protein, conserved"
1812,Tb927.11.13380:mRNA-p1,1804543.875,2451140.5,2068171.75,1941090.75,2649616.75,14921222,VSG Exclusion Protein 2
1813,Tb927.11.13400:mRNA-p1,661144.9375,668164.125,682932.5,662915.5,627697.625,647346.875,"Bromodomain, putative"
1814,Tb927.11.13410:mRNA-p1,190489.359375,174164.984375,191602.359375,128571.21875,155903.0625,101869.421875,"hypothetical protein, conserved"
1815,Tb927.11.13450:mRNA-p1,419375.5,400565.28125,457179.9375,334456.4375,303242,320456.53125,"hypothetical protein, conserved"
1816,Tb927.11.13460:mRNA-p1,298591.5625,348081.09375,352302.0625,317137,331014.34375,308645.4375,"hypothetical protein, conserved"
1817,Tb927.11.13470:mRNA-p1,69477.9765625,32682.89453125,3923.06005859375,82919.8515625,59742.64453125,184801.796875,"PPPDE putative peptidase domain containing protein, putative"
1818,Tb927.11.13490:mRNA-p1,174840.203125,159155.640625,172934.328125,162612.421875,160285.671875,154973,"hypothetical protein, conserved"
1819,Tb927.11.1350:mRNA-p1,287455.9375,280361.4375,240172.421875,250581.3125,188624.921875,212771.40625,"calcium uniporter protein, mitochondrial"
1820,Tb927.11.13500:mRNA-p1,31589836,38101936,43036968,35456216,36230796,34851360,par1
1821,Tb927.11.13520:mRNA-p1,410466.15625,369560.5625,477828.71875,498576.875,430239.21875,438304.15625,"hypothetical protein, conserved"
1822,Tb927.11.13540:mRNA-p1,14883.4541015625,13010.4482421875,10382.1025390625,35311.234375,12224.3173828125,10761.060546875,"hypothetical protein, conserved"
1823,Tb927.11.13550:mRNA-p1,31051.580078125,54228.15625,57197.91796875,71115.4140625,39593.3828125,48008.0546875,"hypothetical protein, conserved"
1825,Tb927.11.13570:mRNA-p1,292539.71875,106811.2109375,271702.71875,384647.65625,155445.828125,363472.25,"hypothetical protein, conserved"
1826,Tb927.11.13580:mRNA-p1,24008.556640625,25073.62109375,73321.3671875,107958.1484375,140204.03125,118303.0390625,ubiquinone biosynthesis protein-like protein
1827,Tb927.11.13590:mRNA-p1,Filtered,37619.5,87060.125,Filtered,Filtered,43993.37890625,"hypothetical protein, conserved"
1828,Tb927.11.1360:mRNA-p1,1378573,1358248.125,1462284.25,1292372,1276305,1222225,"zinc-finger of a C2HC-type, putative"
1829,Tb927.11.13600:mRNA-p1,65117.5078125,60832.18359375,53355.55859375,42605.9453125,40299.6953125,45564.07421875,"DnaJ domain containing protein, putative"
1830,Tb927.11.13610:mRNA-p1,123589.09375,108013.7109375,104672.4296875,105423.1796875,104436.34375,59324.38671875,"rhodanese-like domain containing protein, putative"
1831,Tb927.11.13640:mRNA-p1,677352.75,633518.625,724568.125,485070.375,479017.5,514885.875,J-binding protein
1832,Tb927.11.13660:mRNA-p1,815383.625,745757.125,819546.25,734691.875,740000.3125,706223.375,"hypothetical protein, conserved"
1833,Tb927.11.13670:mRNA-p1,1850380.875,1672317.875,1979473.5,2180489.25,1968287.375,2056967.375,"hypothetical protein, conserved"
1834,Tb927.11.13680:mRNA-p1,412963.90625,423079.9375,399602.34375,347809.8125,365577.84375,358624.09375,"hypothetical protein, conserved"
1835,Tb927.11.13690.1-p1,1812514.5,1522698.875,1663457.625,1301435.375,1475727,1237134,Radial spoke protein 11
1836,Tb927.11.1370:mRNA-p1,78331.984375,26314.908203125,100390.6875,76570.671875,70649.5390625,92246.2265625,Dithiol glutaredoxin 1
1837,Tb927.11.13700:mRNA-p1,125130.9296875,122043.140625,139856.421875,96904.328125,111582.421875,111532.515625,Basal body protein
1838,Tb927.11.13730:mRNA-p1,Filtered,Filtered,Filtered,12256.134765625,181430.3125,179473.921875,ornithine decarboxylase
1839,Tb927.11.13750:mRNA-p1,2804675.5,928257.8125,1445370.75,1415531.125,1548673.375,2122245.5,Ras-related protein Rab4
1840,Tb927.11.13760:mRNA-p1,428434.40625,501568.96875,509851.625,441870.9375,432504.0625,425762.71875,"hypothetical protein, conserved"
1841,Tb927.11.13770:mRNA-p1,25429.435546875,40269.37109375,43536.8125,92062.8515625,89630.5625,72948.4453125,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1842,Tb927.11.13780:mRNA-p1,132220.984375,119654.359375,186007.1875,132103.4375,85577.6015625,154454.765625,profilin
1843,Tb927.11.1380:mRNA-p1,1082843,906116.625,963060,809222.625,889864.5625,896956.375,"Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative"
1844,Tb927.11.13810:mRNA-p1,352023.5625,343375.96875,352406.46875,299408.3125,301522.875,291201.34375,"ATP- dependent RNA helicase, putative"
1845,Tb927.11.13820:mRNA-p1,1013010.0625,857824.5,1008345.6875,1036978.1875,1043463.375,1025266.5625,"hypothetical protein, conserved"
1847,Tb927.11.13840:mRNA-p1,422193.1875,439322.34375,443743.84375,450661.125,466587.625,460982.40625,"hypothetical protein, conserved"
1848,Tb927.11.13860:mRNA-p1,778296.5625,806773.75,722920.625,593703.0625,558370.3125,521884.15625,"hypothetical protein, conserved"
1849,Tb927.11.13870:mRNA-p1,55324.17578125,16821.26171875,18334.546875,53596.7578125,40309.18359375,28982.78125,"uncharacterized protein, PH0010 family/AmmeMemoRadiSam system protein A, putative"
1850,Tb927.11.1390:mRNA-p1,952068.9375,1046566.875,1002672.0625,1062827.75,930200.6875,1031037.5,"class I transcription factor A, subunit 1"
1851,Tb927.11.13900:mRNA-p1,536420.6875,581784.375,581472.875,505165.09375,503439.25,505892.9375,Centrin-5
1852,Tb927.11.13910:mRNA-p1,Filtered,3320.8935546875,26572.4140625,121546.71875,296483.875,60650.15625,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
1853,Tb927.11.13920:mRNA-p1,111979.296875,115327.2890625,112044.2109375,121280.9375,115491.6953125,121286.59375,"kinesin-II 85 Kd subunit, putative"
1854,Tb927.11.13930:mRNA-p1,681004.625,699828.625,841963.75,644217.5625,588784.3125,622661.125,"U3 small nucleolar ribonucleoprotein protein IMP3, putative"
1855,Tb927.11.13940:mRNA-p1,123185.4765625,14933.5615234375,Filtered,46787.0390625,53119.328125,Filtered,"ubiquitin-conjugating enzyme E2, putative"
1856,Tb927.11.13960:mRNA-p1,286190.5625,279191,264462.53125,222237.8125,238200.96875,248005.90625,U6 snRNA-associated Sm-like protein LSm4p
1857,Tb927.11.13970:mRNA-p1,210316.890625,157199.09375,142486.71875,196178.109375,178909.421875,157591.8125,"Pab1p-dependent poly(A) ribonuclease subunit, putative"
1858,Tb927.11.13980:mRNA-p1,67705.875,82430.953125,74770.03125,74381.53125,78883.9765625,242365.4375,Outer row dynein-assembly protein 7
1860,Tb927.11.1400:mRNA-p1,136159.75,191563.625,165316.984375,158804,162252.453125,158020.75,"hypothetical protein, conserved"
1861,Tb927.11.14020:mRNA-p1,19510160,20767948,20133494,19394512,22566470,20720696,nuclear RNA binding domain 2
1863,Tb927.11.14050:mRNA-p1,36644.66015625,38685.18359375,52927.546875,32292.69140625,23293.091796875,32909.4296875,"hypothetical protein, conserved"
1864,Tb927.11.14070:mRNA-p1,63487.00390625,5189.2919921875,6346.7626953125,126762.0703125,9561.13671875,65673.5859375,Repressor of differentiation kinase 1
1865,Tb927.11.14080:mRNA-p1,24354.4140625,21403.30078125,5098.15283203125,19339.3203125,20266.6953125,18265.40234375,cyclin 2
1866,Tb927.11.14090:mRNA-p1,7486535,7320216,6634064,3990487.75,3320948,3998493.5,Double RNA binding domain protein 18
1867,Tb927.11.1410:mRNA-p1,884977.9375,934416.5625,893205,1009196.5625,1042020,1013856.5,"class I transcription factor A, subunit 3"
1868,Tb927.11.14100:mRNA-p1,1426107.875,1124134.25,1071308.25,669500.125,564496.125,558757.625,Double RNA-binding domain containing protein 4
1869,Tb927.11.14110:mRNA-p1,63943.40234375,51560.125,43113.4765625,53743.8125,41856.6875,48615.60546875,TFIIH basal transcription factor subunit
1870,Tb927.11.14120:mRNA-p1,121885.015625,187545.390625,78776.1640625,110450.640625,94018.90625,97130.625,"phenylalanyl-tRNA synthetase alpha chain, putative"
1871,Tb927.11.14140:mRNA-p1,239611.0625,160837.96875,171673.40625,301534.125,318226.3125,271646.125,ethanolamine-phosphate cytidylyltransferase
1872,Tb927.11.14150:mRNA-p1,91813.25,88126.046875,85948.4140625,87970.59375,60090.08203125,89356.25,"pre-mRNA splicing factor, putative"
1873,Tb927.11.14160:mRNA-p1,309586.0625,289267.8125,324866.9375,282847.15625,213558.40625,339357.40625,"Alpha/beta hydrolase family, putative"
1874,Tb927.11.14165:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,hypothetical protein
1875,Tb927.11.14170:mRNA-p1,109835.8359375,89917.0859375,112422.84375,141539.828125,164938.296875,141395.140625,"hypothetical protein, conserved"
1877,Tb927.11.14190:mRNA-p1,1239363.25,1496650.25,1190646.5,641659.5,618656.3125,702907.0625,"Staphylococcal nuclease homologue/Tudor domain containing protein, putative"
1878,Tb927.11.1420:mRNA-p1,3727709.75,3936184.25,3832699.5,4375173,4169854.75,4256982,"hypothetical protein, conserved"
1879,Tb927.11.14200:mRNA-p1,67255.109375,67366.65625,73444.8515625,161141.40625,47414.61328125,47393.26171875,ubiquitin-conjugating enzyme CDC34
1880,Tb927.11.14210:mRNA-p1,1463192.875,1480891.25,1383358.125,1367975.625,1350717.125,1464438.75,conserved protein
1881,Tb927.11.14220:mRNA-p1,104873.421875,59254.953125,78768.5859375,59141.37890625,55034.6171875,64273.28125,Regulator of ESAG9-1
1882,Tb927.11.14230:mRNA-p1,100487.6015625,81817.671875,431344.8125,23535.259765625,46651.0625,569899.25,"Vps23 core domain containing protein, putative"
1883,Tb927.11.14250:mRNA-p1,462210.40625,484075.28125,524927.5625,578648,574943.5,612438.375,"T-complex protein 1, epsilon subunit, putative"
1885,Tb927.11.14270:mRNA-p1,91028.0703125,95023.1640625,160274.015625,57718.57421875,60484.38671875,62648.15234375,"STE group serine/threonine-protein kinase, putative"
1886,Tb927.11.14280:mRNA-p1,228431.046875,40930.76953125,Filtered,Filtered,212334.8125,110213.3828125,"septum formation protein MAF homologue, putative"
1887,Tb927.11.14290:mRNA-p1,31719.576171875,22834.3828125,25701.90625,10149.236328125,61686.2421875,33546.0234375,"vacuolar sorting protein, putative"
1888,Tb927.11.1430:mRNA-p1,16407341,17049776,16439409,12684766,13304893,13960496,Component of motile flagella 2
1889,Tb927.11.14300:mRNA-p1,2924525,3100617.25,3041163.25,3114777,3706944.5,3036474,"Dynein intermediate chain, axonemal"
1890,Tb927.11.14310:mRNA-p1,237242.9375,240120.359375,207478.625,127833.296875,142224.765625,152640.265625,small nuclear ribonucleoprotein Sm-G
1891,Tb927.11.14330:mRNA-p1,78848.5625,87640.1875,81281.1484375,75510.90625,81253.1796875,80519.09375,"HECT-domain (ubiquitin-transferase), putative"
1892,Tb927.11.14340:mRNA-p1,595532.75,576465.25,660032.9375,533292.4375,557069.6875,656561.3125,exportin 1
1893,Tb927.11.14360:mRNA-p1,190065.75,195144.75,194354.96875,229738.109375,208999.375,211563.890625,mitochondrial carrier protein
1894,Tb927.11.14370:mRNA-p1,98118.5625,107966.3828125,106602.9296875,54396.19921875,51955.359375,48015.61328125,Microtubule-associated protein 103 kDa
1895,Tb927.11.14380:mRNA-p1,129572.9296875,145404.734375,124577.140625,153642.40625,139010.578125,165721.390625,kinetoplast polyadenylation/uridylation factor 2
1896,Tb927.11.14390:mRNA-p1,47137.65234375,18655.232421875,28481.8046875,77593.359375,43828.671875,57438.2734375,"hypothetical protein, conserved"
1897,Tb927.11.1440:mRNA-p1,27055.80859375,27149.818359375,19034.015625,55679.6640625,40513.89453125,25088.16796875,"hypothetical protein, conserved"
1898,Tb927.11.14410:mRNA-p1,576195.8125,660127.5,654846.0625,609081.875,635323.0625,643076.8125,"Ankyrin repeats (3 copies), putative"
1899,Tb927.11.14430:mRNA-p1,631255,668091.25,658747.5625,717995.375,736038.8125,763441.375,proteasome regulatory non-ATP-ase subunit
1900,Tb927.11.14440:mRNA-p1,723177.625,784957,769148.5625,718030,842359.75,838612.9375,"Pentatricopeptide repeat protein (PPR), putative"
1901,Tb927.11.14450:mRNA-p1,595633,716788.375,725005.625,541412.375,538637.125,574800.0625,"hypothetical protein, conserved"
1902,Tb927.11.14460:mRNA-p1,20605.798828125,9219.5478515625,110208.6796875,6124.73876953125,4963.48291015625,191908.5625,"ADP-ribosylation factor GTPase activating protein 1, putative"
1903,Tb927.11.14470:mRNA-p1,27973.083984375,25898.9921875,45712.26953125,75043.546875,48716.22265625,52703.453125,Bardet-Biedl syndrome 9 protein
1905,Tb927.11.14490:mRNA-p1,2566135.25,2624511.25,2515433,1987818.25,2238528.5,2118832.5,"RNA polymerase subunit, putative"
1906,Tb927.11.1450:mRNA-p1,320581.875,312340.875,301785.25,744370.5,811352.0625,808046.3125,"2-oxoglutarate dehydrogenase E1 component, putative"
1907,Tb927.11.14520:mRNA-p1,11810.884765625,13696.62109375,105314.0234375,24053.921875,37610.140625,55582.1640625,Polypeptide deformylase 1
1908,Tb927.11.14540:mRNA-p1,654799.5,644258.5625,638178.5,431203.90625,428371.6875,367466.53125,"hypothetical protein, conserved"
1909,Tb927.11.14560:mRNA-p1,1717284.5,1774897.5,1524597.5,1198622.875,1117834.5,964931.3125,"Cleavage and polyadenylation specificity factor CPSF160, putative"
1910,Tb927.11.14570:mRNA-p1,14485.44921875,Filtered,Filtered,41919.16796875,47247.25390625,44493,"LicD family, putative"
1911,Tb927.11.14580:mRNA-p1,64896.08203125,9156.2490234375,Filtered,10830.712890625,75577.0234375,Filtered,Bifunctional Monophosphate RNA Kinase/RNA guanylyltransferase
1912,Tb927.11.14590:mRNA-p1,92531.7265625,118192.984375,104941.625,77256.3359375,74865.9921875,66784.453125,G5-interacting protein
1913,Tb927.11.1460:mRNA-p1,449662.125,Filtered,1381.5926513671875,5488.84228515625,Filtered,4435.96142578125,"phosphatidylinositol (3,5) kinase, putative"
1914,Tb927.11.14600:mRNA-p1,119577.078125,139870.328125,141227.859375,107459.703125,84462.8984375,117452.96875,"procyclin-associated gene 2-like protein, putative"
